job_role,city,education,college_tier,industry,company_size,gender,years_experience,age,performance_rating,num_skills,base_salary,bonus,total_ctc
Frontend Developer,Chennai,MTech,Tier 1,Manufacturing,MNC,Male,1.6,25.0,3.83,5,1919319.0,433340.0,2352659.0
Marketing Manager,Chennai,BTech,Tier 2,Product Based,MNC,Female,7.8,32.0,3.41,6,2978528.0,150408.0,3128936.0
Business Analyst,Ahmedabad,BTech,Tier 2,Manufacturing,MNC,Female,0.0,23.0,3.53,4,1120203.0,77128.0,1197331.0
Frontend Developer,Ahmedabad,MBA,Tier 3,IT Services,MNC,Male,6.0,27.0,4.46,3,2237729.0,173574.0,2411303.0
HR Manager,Bangalore,BTech,Tier 1,FinTech,MNC,Male,7.8,33.0,2.85,6,3906455.0,362694.0,4269148.0
AI Engineer,Ahmedabad,MTech,Tier 2,Consulting,Startup,Female,2.2,28.0,3.46,7,2240229.0,380708.0,2620937.0
Product Manager,Bangalore,BTech,Tier 3,E-Commerce,MNC,Male,4.9,29.0,3.55,4,3502876.0,838478.0,4341354.0
HR Manager,Jaipur,MTech,Tier 2,Consulting,Mid-size,Male,5.1,28.0,3.15,1,1398486.0,254320.0,1652805.0
Product Manager,Remote,MTech,Tier 2,E-Commerce,Startup,Female,3.5,27.0,3.82,5,2344409.0,161412.0,2505821.0
AI Engineer,Delhi NCR,BTech,Tier 3,Product Based,Startup,Male,12.1,37.0,2.51,4,3034205.0,559507.0,3593713.0
Financial Analyst,Ahmedabad,BTech,Tier 2,Product Based,Startup,Female,4.1,29.0,3.86,7,1750231.0,282556.0,2032787.0
Frontend Developer,Jaipur,BTech,Tier 1,FinTech,Mid-size,Female,5.9,26.0,2.4,4,1838006.0,359451.0,2197457.0
Chartered Accountant,Pune,MBA,Tier 3,Consulting,Startup,Male,4.3,21.0,3.81,5,2156641.0,215651.0,2372293.0
Marketing Manager,Kolkata,BTech,Tier 2,IT Services,Mid-size,Male,7.2,29.0,3.74,5,1641564.0,311759.0,5162040.760348903
Frontend Developer,Ahmedabad,BTech,Tier 3,E-Commerce,Mid-size,Female,8.0,31.0,2.28,9,1852829.0,133401.0,1986230.0
Marketing Manager,Jaipur,BTech,Tier 2,Consulting,Mid-size,Male,9.7,32.0,2.95,3,2014001.0,321760.0,2335762.0
Backend Developer,Chennai,BTech,Tier 1,FinTech,Mid-size,Male,4.0,27.0,4.16,6,2858788.0,197488.0,3056276.0
Data Scientist,Mumbai,BTech,Tier 3,E-Commerce,Startup,Female,1.8,23.0,3.86,9,2184446.0,269661.0,2454107.0
Product Manager,Remote,MBA,Tier 3,Consulting,Mid-size,Male,1.9,26.0,3.52,2,2610629.0,203195.0,2813824.0
Frontend Developer,Bangalore,MTech,Tier 3,Product Based,Mid-size,Male,9.0,33.0,3.53,2,2821594.0,545281.0,3366875.0
Marketing Manager,Remote,BTech,Tier 3,Consulting,Mid-size,Male,6.7,29.0,2.84,4,1614464.0,160514.0,1774977.0
HR Manager,Delhi NCR,BTech,Tier 3,Manufacturing,Mid-size,Female,1.7,26.0,4.15,3,1361946.0,150098.0,1512044.0
Data Scientist,Delhi NCR,BTech,Tier 2,Manufacturing,MNC,Male,0.0,23.0,3.63,3,1471957.0,161420.0,1633377.0
Backend Developer,Chennai,BTech,Tier 2,Product Based,MNC,Female,4.0,26.0,3.33,4,2728332.0,487302.0,3215634.0
Business Analyst,Pune,MTech,Tier 2,Product Based,MNC,Male,4.5,31.0,4.44,11,3125482.0,684035.0,3809517.0
Chartered Accountant,Chennai,MTech,Tier 2,Product Based,MNC,Male,2.3,27.0,3.73,7,3222639.0,263064.0,3485703.0
AI Engineer,Mumbai,BTech,Tier 3,E-Commerce,MNC,Female,1.6,26.0,2.3,7,2736477.0,213341.0,2949818.0
Backend Developer,Pune,BTech,Tier 3,Product Based,MNC,Male,5.2,29.0,2.66,5,2604601.0,500592.0,3105192.0
Backend Developer,Pune,BTech,Tier 2,E-Commerce,Mid-size,Male,6.9,32.0,2.4,6,2016128.0,170190.0,2186318.0
Chartered Accountant,Delhi NCR,BTech,Tier 3,FinTech,MNC,Male,2.8,23.0,2.72,4,2676042.0,623224.0,3299267.0
Backend Developer,Mumbai,MTech,Tier 1,IT Services,MNC,Male,8.2,31.0,2.41,4,3195858.0,676362.0,3872220.0
Backend Developer,Kolkata,BTech,Tier 1,Consulting,Mid-size,Male,0.0,25.0,3.36,5,1455093.0,270725.0,1725818.0
Data Scientist,Remote,BTech,Tier 2,E-Commerce,Startup,Female,5.3,28.0,3.97,3,1989904.0,279376.0,2269279.0
Financial Analyst,Remote,MTech,Tier 2,Consulting,MNC,Male,6.5,30.0,5.0,4,2712723.0,298165.0,3010888.0
Data Scientist,Delhi NCR,BTech,Tier 1,Manufacturing,MNC,Male,3.4,28.0,3.5,2,2682692.0,589437.0,3272129.0
Marketing Manager,Jaipur,BTech,Tier 3,IT Services,Mid-size,Male,5.5,29.0,2.93,5,1134210.0,147834.0,1282044.0
DevOps Engineer,Hyderabad,MBA,Tier 2,Manufacturing,MNC,Male,5.2,26.0,3.66,9,2975218.0,652291.0,3627509.0
Software Engineer,Bangalore,BTech,Tier 3,Product Based,Mid-size,Female,5.5,28.0,2.19,5,2396425.0,325630.0,2722055.0
Product Manager,Kolkata,MTech,Tier 2,Manufacturing,Startup,Male,7.3,29.0,3.26,5,2046572.0,363506.0,2410078.0
Backend Developer,Jaipur,PhD,Tier 3,EdTech,Mid-size,Male,2.2,23.0,2.95,5,1296315.0,116049.0,1412364.0
AI Engineer,Bangalore,MTech,Tier 2,FinTech,MNC,Female,10.7,33.0,3.51,6,4880060.0,287692.0,5167752.0
Chartered Accountant,Jaipur,BTech,Tier 2,E-Commerce,Startup,Male,11.8,36.0,3.18,4,1986816.0,196873.0,2183690.0
AI Engineer,Remote,BTech,Tier 3,Product Based,Mid-size,Male,3.2,21.0,3.26,2,2186577.0,170363.0,2356941.0
Data Scientist,Chennai,MTech,Tier 2,E-Commerce,Startup,Male,7.6,33.0,3.52,1,2193499.0,280545.0,2474044.0
Marketing Manager,Remote,BTech,Tier 1,E-Commerce,MNC,Male,0.0,22.0,4.48,9,2237099.0,246520.0,2483619.0
Frontend Developer,Remote,MBA,Tier 1,Manufacturing,Mid-size,Female,1.5,21.0,,4,1793847.0,268849.0,2062696.0
HR Manager,Jaipur,BTech,Tier 2,Product Based,Mid-size,Male,0.0,23.0,,4,1123670.0,245428.0,1369098.0
Product Manager,Delhi NCR,BTech,Tier 3,Product Based,MNC,Female,6.2,30.0,3.22,6,3761892.0,531566.0,4293458.0
Data Scientist,Bangalore,MBA,Tier 1,IT Services,Mid-size,Female,2.8,25.0,3.32,7,3106629.0,455142.0,3561771.0
DevOps Engineer,Pune,BTech,Tier 3,EdTech,Startup,Male,6.9,28.0,3.4,9,1744327.0,279473.0,2023800.0
Backend Developer,Ahmedabad,BTech,Tier 2,E-Commerce,Startup,Male,0.0,20.0,3.78,6,962549.0,199175.0,1161724.0
AI Engineer,Jaipur,,Tier 2,EdTech,MNC,Male,3.4,26.0,,3,2407521.0,589740.0,2997260.0
Backend Developer,Remote,BTech,Tier 2,Consulting,Startup,Male,3.1,27.0,3.61,5,1875694.0,278587.0,2154281.0
Financial Analyst,Mumbai,BTech,Tier 1,EdTech,Startup,Male,0.9,26.0,2.7,7,1398485.0,238259.0,1636744.0
Backend Developer,Remote,BTech,Tier 2,IT Services,MNC,Female,9.0,31.0,2.52,9,2064498.0,117377.0,2181875.0
Chartered Accountant,Chennai,BTech,Tier 1,EdTech,Startup,Male,10.1,36.0,4.0,4,2268613.0,308148.0,2576761.0
Product Manager,Kolkata,BTech,Tier 1,Consulting,MNC,Male,2.6,24.0,2.25,6,3298436.0,725205.0,4023641.0
Financial Analyst,Delhi NCR,BTech,Tier 2,E-Commerce,MNC,Male,0.0,24.0,2.89,8,1887860.0,123946.0,2011806.0
Backend Developer,Delhi NCR,MTech,Tier 2,E-Commerce,Startup,Female,8.9,32.0,4.43,2,2450809.0,223758.0,2674566.0
Backend Developer,Pune,BTech,Tier 3,E-Commerce,Mid-size,Male,0.0,21.0,3.74,5,1666755.0,243445.0,1910201.0
Backend Developer,Remote,MBA,Tier 2,EdTech,MNC,Male,2.2,23.0,3.24,4,2107216.0,474762.0,2581978.0
Software Engineer,Remote,,Tier 2,IT Services,Startup,Male,4.7,32.0,2.96,6,2295346.0,372342.0,2667688.0
Backend Developer,Kolkata,MBA,Tier 1,Manufacturing,MNC,Male,4.0,28.0,3.35,4,2289176.0,151198.0,2440374.0
Backend Developer,Hyderabad,BTech,Tier 2,FinTech,MNC,Male,10.9,35.0,4.51,5,3375970.0,487680.0,3863649.0
DevOps Engineer,Delhi NCR,BTech,Tier 2,Manufacturing,Mid-size,Male,3.2,28.0,2.8,6,1970360.0,258450.0,2228810.0
Data Scientist,Jaipur,MBA,Tier 3,Product Based,Startup,Female,3.7,23.0,4.49,5,2071311.0,160727.0,2232039.0
Software Engineer,Kolkata,BTech,Tier 1,E-Commerce,Startup,Male,4.5,27.0,3.14,2,2154126.0,301356.0,2455482.0
HR Manager,Kolkata,MBA,Tier 2,E-Commerce,Startup,Male,9.6,29.0,4.65,2,2209152.0,465232.0,2674384.0
DevOps Engineer,Bangalore,,Tier 1,Manufacturing,Startup,Male,12.7,35.0,4.33,5,2830013.0,448237.0,3278250.0
Financial Analyst,Pune,MTech,Tier 2,IT Services,Mid-size,Male,3.7,27.0,4.02,9,2110354.0,119505.0,2229859.0
Financial Analyst,Kolkata,BTech,Tier 3,E-Commerce,Mid-size,Male,2.3,27.0,4.03,4,1754541.0,270962.0,2025504.0
Financial Analyst,Hyderabad,MTech,Tier 3,FinTech,Startup,Male,4.1,25.0,2.48,4,2070230.0,159584.0,2229814.0
Product Manager,Jaipur,BTech,Tier 2,Manufacturing,MNC,Male,0.0,23.0,,5,2213246.0,268709.0,2481954.0
Data Analyst,Mumbai,MBA,Tier 3,E-Commerce,Startup,Male,2.9,25.0,3.76,1,1624868.0,298151.0,1923019.0
Chartered Accountant,Ahmedabad,PhD,Tier 3,E-Commerce,Startup,Female,8.3,30.0,2.48,5,1976413.0,438539.0,2414952.0
Marketing Manager,Kolkata,BTech,Tier 1,EdTech,MNC,Male,1.6,27.0,3.89,4,1685198.0,97264.0,1782462.0
Business Analyst,Ahmedabad,MTech,Tier 2,FinTech,Startup,Male,0.0,21.0,3.7,4,1304432.0,254580.0,1559012.0
Chartered Accountant,Bangalore,BTech,Tier 2,Product Based,Mid-size,Male,3.6,29.0,3.38,6,2905816.0,608790.0,3514606.0
DevOps Engineer,Delhi NCR,MBA,Tier 2,FinTech,MNC,Male,5.2,28.0,4.39,4,4021465.0,868821.0,4890286.0
Software Engineer,Kolkata,BTech,Tier 3,IT Services,MNC,Male,1.2,21.0,3.98,1,1677851.0,176461.0,1854311.0
Business Analyst,Ahmedabad,MTech,Tier 3,EdTech,Startup,Female,6.1,32.0,3.39,4,1367455.0,70319.0,1437775.0
Business Analyst,Ahmedabad,BTech,Tier 3,Product Based,Startup,Male,11.5,34.0,2.94,4,1850879.0,441549.0,2292428.0
Marketing Manager,Bangalore,BTech,Tier 3,E-Commerce,Mid-size,Male,3.8,26.0,,4,2014499.0,293294.0,2307793.0
AI Engineer,Delhi NCR,MTech,Tier 3,Product Based,MNC,Female,1.0,25.0,3.31,4,3246941.0,385757.0,3632697.0
DevOps Engineer,Pune,BTech,Tier 3,IT Services,Startup,Male,1.4,21.0,3.58,5,2162579.0,201558.0,2364137.0
Chartered Accountant,Remote,MBA,Tier 1,IT Services,MNC,Male,4.5,27.0,1.68,1,2969200.0,184422.0,3153622.0
AI Engineer,Kolkata,BTech,Tier 3,Manufacturing,Startup,Male,13.3,34.0,4.2,2,1981286.0,179285.0,2160570.0
AI Engineer,Kolkata,BTech,Tier 1,Consulting,Startup,Male,0.0,22.0,3.28,3,1962687.0,133370.0,2096058.0
Data Analyst,Pune,BTech,Tier 1,IT Services,Mid-size,Female,0.7,23.0,3.88,8,1742080.0,310452.0,2052532.0
Data Analyst,Hyderabad,BTech,Tier 2,Consulting,Startup,Male,6.1,28.0,2.81,3,1622207.0,82652.0,1704858.0
Product Manager,Pune,,Tier 2,EdTech,MNC,Female,0.0,25.0,2.31,12,2191979.0,467475.0,2659454.0
Business Analyst,Pune,BTech,Tier 2,EdTech,Mid-size,Male,7.3,27.0,,6,1648808.0,243484.0,1892292.0
HR Manager,Jaipur,BTech,Tier 2,EdTech,MNC,Male,0.0,24.0,2.53,10,1324290.0,131389.0,1455679.0
Financial Analyst,Mumbai,,Tier 2,Product Based,MNC,Male,0.0,24.0,,4,2109173.0,356480.0,2465653.0
AI Engineer,Kolkata,BTech,Tier 2,Product Based,MNC,Male,7.0,28.0,2.91,5,3744603.0,777296.0,4521899.0
Financial Analyst,Mumbai,BTech,Tier 1,EdTech,Startup,Female,3.7,30.0,3.99,5,2109405.0,511052.0,2620457.0
Chartered Accountant,Delhi NCR,MBA,Tier 3,FinTech,Mid-size,Male,2.0,25.0,2.99,6,2598358.0,391785.0,2990144.0
Business Analyst,Ahmedabad,MBA,Tier 1,FinTech,Mid-size,Male,3.4,29.0,3.5,4,2134105.0,120227.0,2254332.0
DevOps Engineer,Chennai,MBA,Tier 3,EdTech,Startup,Male,7.2,31.0,2.46,2,1683763.0,127281.0,1811045.0
Data Analyst,Jaipur,MTech,Tier 2,IT Services,Startup,Female,6.5,31.0,4.2,3,1170841.0,106415.0,1277256.0
Data Scientist,Chennai,BTech,Tier 2,Consulting,Mid-size,Male,10.2,33.0,2.57,5,2317318.0,348320.0,2665637.0
Backend Developer,Kolkata,BTech,Tier 2,Manufacturing,MNC,Male,0.0,24.0,3.09,6,1018077.0,176629.0,1194706.0
HR Manager,Mumbai,MTech,Tier 3,Manufacturing,Startup,Male,4.4,27.0,3.67,7,1967458.0,330484.0,2297942.0
Backend Developer,Hyderabad,BTech,Tier 1,FinTech,Startup,Male,6.5,33.0,2.52,3,2765319.0,382710.0,3148029.0
Frontend Developer,Kolkata,BTech,Tier 1,Product Based,Mid-size,Female,5.2,31.0,2.8,6,2441352.0,407601.0,2848953.0
Backend Developer,Kolkata,BTech,Tier 2,FinTech,Mid-size,Male,7.5,29.0,3.13,5,2015604.0,151227.0,2166831.0
Data Analyst,Mumbai,BTech,Tier 3,FinTech,Startup,Male,4.3,25.0,3.48,4,1785027.0,91817.0,1876844.0
Backend Developer,Bangalore,BTech,Tier 2,FinTech,Mid-size,Female,4.3,29.0,3.23,6,2518352.0,602939.0,3121291.0
Backend Developer,Delhi NCR,BTech,Tier 1,Product Based,Startup,Male,1.8,23.0,5.0,7,2827740.0,194651.0,3022392.0
AI Engineer,Hyderabad,BTech,Tier 3,EdTech,Mid-size,Male,6.6,30.0,2.83,4,2041848.0,388913.0,2430761.0
Software Engineer,Pune,BTech,Tier 2,E-Commerce,Startup,Male,5.5,30.0,3.32,2,1982891.0,170219.0,2153110.0
AI Engineer,Bangalore,MTech,Tier 3,E-Commerce,MNC,Male,0.0,19.0,4.54,4,3067631.0,396147.0,3463778.0
DevOps Engineer,Bangalore,MTech,Tier 2,EdTech,Mid-size,Female,5.8,28.0,3.39,3,2389175.0,254634.0,2643809.0
Financial Analyst,Pune,MBA,Tier 2,FinTech,Startup,Male,10.8,32.0,2.59,4,2632533.0,587144.0,3219677.0
Data Analyst,Hyderabad,MTech,Tier 2,E-Commerce,Mid-size,Male,4.0,25.0,2.19,5,2112904.0,510375.0,2623279.0
Marketing Manager,Pune,BTech,Tier 3,E-Commerce,Startup,Female,13.0,39.0,4.95,6,2167620.0,149554.0,2317174.0
Frontend Developer,Hyderabad,,Tier 3,EdTech,MNC,Male,6.5,32.0,1.35,2,2121602.0,208653.0,2330255.0
Chartered Accountant,Delhi NCR,BTech,Tier 3,FinTech,Startup,Male,2.2,24.0,3.67,1,1887280.0,180024.0,2067304.0
Chartered Accountant,Kolkata,BTech,Tier 2,Consulting,MNC,Female,0.7,19.0,2.71,5,2039659.0,280922.0,2320582.0
Product Manager,Pune,BTech,Tier 2,EdTech,Mid-size,Male,13.5,34.0,2.46,4,2579997.0,532647.0,3112644.0
Product Manager,Jaipur,BTech,Tier 3,Manufacturing,Mid-size,Male,2.3,26.0,3.59,7,1665245.0,122093.0,1787337.0
DevOps Engineer,Ahmedabad,BTech,Tier 3,IT Services,Mid-size,Female,7.8,30.0,3.52,3,1883084.0,139442.0,2022527.0
Data Scientist,Hyderabad,MBA,Tier 3,Product Based,Startup,Male,6.4,28.0,2.93,4,2697874.0,287206.0,2985081.0
DevOps Engineer,Delhi NCR,MBA,Tier 3,Consulting,MNC,Male,8.8,30.0,2.88,6,3533318.0,210520.0,3743838.0
AI Engineer,Hyderabad,BTech,Tier 1,EdTech,MNC,Female,6.8,30.0,,8,3387416.0,261266.0,3648681.0
Data Scientist,Pune,BTech,Tier 2,Manufacturing,Mid-size,Female,1.5,25.0,4.47,8,1525588.0,122213.0,1647801.0
DevOps Engineer,Pune,BTech,Tier 2,Consulting,Startup,Male,6.7,26.0,3.44,2,2222678.0,531536.0,2754213.0
AI Engineer,Delhi NCR,MBA,Tier 3,EdTech,Startup,Female,0.4,21.0,2.68,1,1859858.0,430312.0,2290170.0
HR Manager,Remote,BTech,Tier 2,FinTech,Startup,Male,10.5,34.0,3.36,1,1810050.0,125083.0,1935133.0
Data Analyst,Mumbai,BTech,Tier 3,FinTech,Mid-size,Male,8.5,29.0,4.13,3,1918650.0,120933.0,2039582.0
Software Engineer,Mumbai,BTech,Tier 1,FinTech,Mid-size,Female,5.5,28.0,2.89,4,2921145.0,687187.0,3608332.0
Chartered Accountant,Remote,BTech,Tier 2,EdTech,Startup,Male,1.5,25.0,5.0,3,1203873.0,135258.0,1339131.0
Marketing Manager,Chennai,MTech,Tier 2,IT Services,MNC,Male,4.3,27.0,4.2,5,2578942.0,365698.0,2944640.0
Backend Developer,Remote,BTech,Tier 1,EdTech,Startup,Female,8.6,33.0,2.4,10,1805890.0,301363.0,5568831.103902175
AI Engineer,Delhi NCR,MTech,Tier 1,EdTech,Startup,Male,7.0,31.0,3.09,3,3116973.0,609164.0,3726137.0
HR Manager,Hyderabad,BTech,Tier 3,FinTech,MNC,Male,7.5,28.0,3.05,4,2613582.0,367979.0,2981562.0
Frontend Developer,Bangalore,BTech,Tier 2,IT Services,Mid-size,Male,4.3,28.0,3.54,5,2165904.0,358195.0,2524099.0
Software Engineer,Delhi NCR,BTech,Tier 2,Consulting,Mid-size,Male,2.3,27.0,4.84,5,2293013.0,569610.0,2862624.0
Chartered Accountant,Jaipur,MTech,Tier 2,Product Based,MNC,Male,11.3,32.0,2.72,14,3646503.0,848798.0,4495301.0
Data Scientist,Delhi NCR,MTech,Tier 1,EdTech,Mid-size,Male,1.9,26.0,3.58,4,2200912.0,171333.0,2372245.0
Product Manager,Kolkata,PhD,Tier 1,EdTech,Mid-size,Male,11.3,36.0,,5,3662641.0,862149.0,4524790.0
Software Engineer,Hyderabad,BTech,Tier 3,EdTech,Mid-size,Female,1.0,24.0,4.27,4,1613753.0,289101.0,5028666.487310574
Marketing Manager,Pune,BTech,Tier 3,E-Commerce,MNC,Male,1.4,22.0,2.6,11,2267014.0,443104.0,2710118.0
Data Scientist,Ahmedabad,MTech,Tier 3,E-Commerce,MNC,Male,6.4,28.0,3.31,5,2455164.0,297014.0,2752178.0
Data Scientist,Jaipur,BTech,Tier 2,Manufacturing,Startup,Male,6.8,30.0,3.21,3,1264092.0,290634.0,1554726.0
AI Engineer,Bangalore,BTech,Tier 2,E-Commerce,Mid-size,Female,5.0,26.0,3.8,7,3392818.0,822049.0,4214866.0
Financial Analyst,Ahmedabad,MBA,Tier 2,Manufacturing,MNC,Female,5.9,28.0,2.75,4,1652385.0,177250.0,1829635.0
Data Scientist,Kolkata,MTech,Tier 2,E-Commerce,Mid-size,Male,3.7,28.0,4.03,6,2299193.0,493467.0,2792660.0
DevOps Engineer,Bangalore,MTech,Tier 3,EdTech,Mid-size,Female,5.7,24.0,1.5,5,2117436.0,523111.0,2640547.0
Data Analyst,Bangalore,BTech,Tier 1,EdTech,Startup,Male,7.5,34.0,3.89,6,2329094.0,187049.0,2516144.0
Frontend Developer,Mumbai,BTech,Tier 2,Product Based,Mid-size,Female,2.1,25.0,3.35,5,2006627.0,188981.0,2195608.0
Backend Developer,Jaipur,BTech,Tier 3,FinTech,Startup,Female,1.1,24.0,2.58,4,1026131.0,137749.0,1163879.0
Data Scientist,Ahmedabad,MTech,Tier 2,E-Commerce,MNC,Female,5.1,30.0,3.35,2,2330434.0,533323.0,2863757.0
Data Analyst,Chennai,BTech,Tier 2,Product Based,Startup,Male,6.9,29.0,4.56,8,2225819.0,247062.0,2472881.0
Chartered Accountant,Remote,BTech,Tier 2,E-Commerce,Startup,Male,4.0,29.0,3.64,8,2044904.0,321095.0,2366000.0
Product Manager,Remote,BTech,Tier 3,Consulting,Startup,Female,8.1,29.0,3.56,5,2064083.0,488525.0,6745769.409970954
Backend Developer,Chennai,BTech,Tier 2,EdTech,Startup,Male,8.3,26.0,3.54,6,2045911.0,197726.0,2243637.0
Product Manager,Bangalore,BTech,Tier 2,Product Based,Mid-size,Male,10.4,34.0,3.6,5,4165761.0,490667.0,4656428.0
Data Analyst,Remote,BTech,Tier 2,Manufacturing,Startup,Male,6.4,26.0,2.76,9,1381855.0,78366.0,1460220.0
Frontend Developer,Remote,BTech,Tier 3,FinTech,Startup,Male,0.0,23.0,4.63,4,1498034.0,231896.0,1729930.0
Business Analyst,Jaipur,BTech,Tier 3,Consulting,MNC,Male,4.0,28.0,2.66,5,1593048.0,363888.0,1956936.0
Frontend Developer,Chennai,BTech,Tier 2,IT Services,Mid-size,Male,0.4,21.0,5.0,10,1796230.0,410378.0,2206608.0
Frontend Developer,Jaipur,BTech,Tier 2,E-Commerce,Startup,Male,8.9,33.0,3.9,5,1824738.0,264313.0,2089052.0
Software Engineer,Jaipur,MTech,Tier 2,FinTech,MNC,Male,4.2,26.0,3.45,4,2358685.0,531037.0,2889723.0
DevOps Engineer,Hyderabad,BTech,Tier 2,Manufacturing,Mid-size,Male,0.0,22.0,3.68,8,1731541.0,195814.0,1927354.0
Software Engineer,Pune,PhD,Tier 3,E-Commerce,Startup,Male,2.2,26.0,4.14,3,2058942.0,232378.0,2291319.0
HR Manager,Hyderabad,BTech,Tier 2,Product Based,MNC,Female,2.3,28.0,2.4,2,2119973.0,165809.0,2285782.0
Chartered Accountant,Jaipur,BTech,Tier 2,IT Services,Mid-size,Female,7.7,32.0,2.86,8,1665465.0,150492.0,1815957.0
Data Analyst,Mumbai,MTech,Tier 2,IT Services,MNC,Male,0.0,23.0,3.26,7,1655340.0,97236.0,1752576.0
Product Manager,Hyderabad,BTech,Tier 2,Product Based,Mid-size,Female,5.1,30.0,,4,3294015.0,462940.0,3756955.0
Business Analyst,Kolkata,BTech,Tier 2,IT Services,MNC,Female,8.2,33.0,3.52,5,1795743.0,96112.0,1891855.0
Data Scientist,Kolkata,MBA,Tier 3,IT Services,MNC,Male,3.3,26.0,2.28,3,2220558.0,343177.0,2563734.0
DevOps Engineer,Jaipur,BTech,Tier 2,Product Based,Startup,Female,0.0,22.0,3.03,3,1367959.0,99420.0,1467379.0
AI Engineer,Mumbai,MTech,Tier 1,E-Commerce,Startup,Male,3.7,28.0,2.59,5,3406765.0,480339.0,3887104.0
Data Scientist,Hyderabad,MBA,Tier 2,Consulting,MNC,Male,9.4,33.0,3.01,4,3569859.0,607818.0,11040334.321344769
Software Engineer,Mumbai,MTech,Tier 3,Product Based,Startup,Male,2.2,25.0,2.44,7,2296913.0,433844.0,2730758.0
Frontend Developer,Hyderabad,MTech,Tier 3,IT Services,Mid-size,Female,6.0,30.0,3.71,4,1934538.0,402139.0,2336677.0
Financial Analyst,Bangalore,MTech,Tier 2,EdTech,Startup,Male,8.6,35.0,2.45,4,2176184.0,330923.0,2507107.0
Frontend Developer,Delhi NCR,BTech,Tier 3,FinTech,Startup,Male,0.0,19.0,2.44,5,1171102.0,235844.0,1406946.0
HR Manager,Mumbai,BTech,Tier 2,E-Commerce,Mid-size,Male,3.0,25.0,2.97,9,2355231.0,472880.0,2828111.0
Data Analyst,Remote,MTech,Tier 3,FinTech,Startup,Male,1.4,25.0,2.78,4,1497064.0,136789.0,1633853.0
Software Engineer,Bangalore,MTech,Tier 3,Product Based,MNC,Male,4.1,25.0,,6,3487846.0,302867.0,3790713.0
Backend Developer,Hyderabad,MTech,Tier 2,EdTech,Startup,Male,0.0,22.0,3.71,6,1476337.0,138595.0,1614932.0
Backend Developer,Bangalore,BTech,Tier 3,Product Based,MNC,Male,5.8,29.0,2.09,6,3029816.0,203680.0,3233496.0
Data Scientist,Remote,BTech,Tier 3,IT Services,Mid-size,Female,2.4,26.0,2.61,3,1305401.0,104313.0,1409714.0
Software Engineer,Kolkata,MBA,Tier 3,IT Services,MNC,Male,0.0,24.0,3.18,5,1623582.0,113773.0,1737354.0
Data Analyst,Mumbai,MTech,Tier 2,FinTech,MNC,Male,0.0,22.0,5.0,9,2831452.0,635963.0,3467416.0
AI Engineer,Remote,PhD,Tier 2,Consulting,MNC,Male,7.0,28.0,3.76,8,3917354.0,199008.0,4116361.0
Chartered Accountant,Pune,BTech,Tier 2,EdTech,Startup,Male,0.0,26.0,3.66,4,1443592.0,353749.0,1797341.0
Product Manager,Remote,MTech,Tier 3,FinTech,Mid-size,Female,7.4,31.0,4.21,4,2856302.0,489453.0,3345754.0
Software Engineer,Remote,MTech,Tier 3,Manufacturing,Mid-size,Male,7.0,30.0,2.27,4,1440096.0,88947.0,1529043.0
Chartered Accountant,Ahmedabad,MTech,Tier 2,EdTech,Startup,Male,7.8,30.0,4.21,3,1917884.0,265871.0,2183755.0
Product Manager,Mumbai,MTech,Tier 2,EdTech,Mid-size,Male,7.2,28.0,3.22,4,3230355.0,448486.0,3678840.0
Product Manager,Ahmedabad,PhD,Tier 2,Manufacturing,MNC,Female,4.2,27.0,,3,3085753.0,707894.0,3793648.0
Marketing Manager,Ahmedabad,MBA,Tier 2,Consulting,MNC,Male,7.6,32.0,2.23,10,2752570.0,562685.0,3315255.0
Business Analyst,Mumbai,BTech,Tier 2,Manufacturing,Startup,Male,4.3,30.0,3.59,6,1351049.0,87500.0,1438549.0
Business Analyst,Delhi NCR,,Tier 3,IT Services,MNC,Male,9.0,33.0,2.31,6,2345420.0,460340.0,2805760.0
Chartered Accountant,Ahmedabad,BTech,Tier 3,Manufacturing,Startup,Male,7.0,32.0,3.64,2,1311543.0,155997.0,1467540.0
Product Manager,Mumbai,MTech,Tier 3,Consulting,Mid-size,Male,4.2,25.0,2.71,5,3165287.0,769052.0,3934338.0
Backend Developer,Kolkata,MTech,Tier 3,IT Services,MNC,Female,0.0,24.0,3.06,5,1459197.0,255396.0,1714592.0
Software Engineer,Bangalore,BTech,Tier 1,Manufacturing,MNC,Female,3.7,26.0,2.87,2,2491463.0,403720.0,2895183.0
Software Engineer,Pune,BTech,Tier 2,Manufacturing,MNC,Male,1.4,26.0,3.91,6,1855833.0,96362.0,1952196.0
AI Engineer,Mumbai,BTech,Tier 3,IT Services,Startup,Male,0.8,23.0,2.76,3,2056606.0,147066.0,2203672.0
Financial Analyst,Remote,BTech,Tier 3,FinTech,Startup,Male,2.7,27.0,3.32,10,1623228.0,154497.0,1777725.0
Software Engineer,Pune,BTech,Tier 3,EdTech,Startup,Male,5.4,25.0,3.34,4,1460424.0,362296.0,1822720.0
Marketing Manager,Delhi NCR,MBA,Tier 3,IT Services,MNC,Female,6.4,32.0,3.4,5,2696568.0,275430.0,2971998.0
Business Analyst,Jaipur,BTech,Tier 2,IT Services,MNC,Male,4.5,24.0,3.37,6,1567008.0,134298.0,1701306.0
